Saison	Kalenderwoche	Altersgruppe	SARI	Hospitalisierungsinzidenz
2019/20	2020-W35	5-14	Gesamt	4.5
2019/20	2020-W35	15-34	Gesamt	1.6
2019/20	2020-W35	35-59	Gesamt	2.5
2019/20	2020-W35	60-79	Gesamt	7.8
2019/20	2020-W35	80+	Gesamt	32.2
2019/20	2020-W35	00+	Gesamt	7.6
2019/20	2020-W35	60-79	COVID-19	0.4
2019/20	2020-W35	80+	COVID-19	1.2
2019/20	2020-W35	00+	COVID-19	0.4
2019/20	2020-W34	0-4	Gesamt	24.9
2019/20	2020-W34	5-14	Gesamt	3.1
2019/20	2020-W34	15-34	Gesamt	2.2
2019/20	2020-W34	35-59	Gesamt	3.2
2019/20	2020-W34	60-79	Gesamt	8.8
2019/20	2020-W34	80+	Gesamt	30.4
2019/20	2020-W34	00+	Gesamt	7.8
2019/20	2020-W34	60-79	COVID-19	0.2
2019/20	2020-W34	80+	COVID-19	0.3
2019/20	2020-W34	00+	COVID-19	0.2
2019/20	2020-W33	0-4	Gesamt	21.1
2019/20	2020-W33	5-14	Gesamt	2.4
2019/20	2020-W33	15-34	Gesamt	1.6
2019/20	2020-W33	35-59	Gesamt	2.5
2019/20	2020-W33	60-79	Gesamt	10.0
2019/20	2020-W33	80+	Gesamt	30.1
2019/20	2020-W33	00+	Gesamt	7.4
2019/20	2020-W33	60-79	COVID-19	0.4
2019/20	2020-W33	80+	COVID-19	0.6
2019/20	2020-W33	00+	COVID-19	0.3
2019/20	2020-W32	0-4	Gesamt	16.4
2019/20	2020-W32	5-14	Gesamt	1.8
2019/20	2020-W32	15-34	Gesamt	1.2
2019/20	2020-W32	35-59	Gesamt	2.6
2019/20	2020-W32	60-79	Gesamt	7.3
2019/20	2020-W32	80+	Gesamt	25.9
2019/20	2020-W32	00+	Gesamt	6.0
2019/20	2020-W32	60-79	COVID-19	0.1
2019/20	2020-W32	80+	COVID-19	0.9
2019/20	2020-W32	00+	COVID-19	0.3
2019/20	2020-W31	0-4	Gesamt	19.7
2019/20	2020-W31	5-14	Gesamt	2.1
2019/20	2020-W31	15-34	Gesamt	0.7
2019/20	2020-W31	35-59	Gesamt	2.9
2019/20	2020-W31	60-79	Gesamt	9.9
2019/20	2020-W31	80+	Gesamt	28.6
2019/20	2020-W31	00+	Gesamt	7.1
2019/20	2020-W31	60-79	COVID-19	0.5
2019/20	2020-W31	80+	COVID-19	0.6
2019/20	2020-W31	00+	COVID-19	0.3
2019/20	2020-W30	0-4	Gesamt	17.8
2019/20	2020-W30	5-14	Gesamt	1.6
2019/20	2020-W30	15-34	Gesamt	1.4
2019/20	2020-W30	35-59	Gesamt	1.8
2019/20	2020-W30	60-79	Gesamt	8.7
2019/20	2020-W30	80+	Gesamt	28.6
2019/20	2020-W30	00+	Gesamt	6.4
2019/20	2020-W30	60-79	COVID-19	0.5
2019/20	2020-W30	80+	COVID-19	0.3
2019/20	2020-W30	00+	COVID-19	0.2
2019/20	2020-W29	0-4	Gesamt	26.3
2019/20	2020-W29	5-14	Gesamt	4.2
2019/20	2020-W29	15-34	Gesamt	1.4
2019/20	2020-W29	35-59	Gesamt	2.6
2019/20	2020-W29	60-79	Gesamt	7.3
2019/20	2020-W29	80+	Gesamt	20.3
2019/20	2020-W29	00+	Gesamt	6.3
2019/20	2020-W29	60-79	COVID-19	0.4
2019/20	2020-W29	80+	COVID-19	0.0
2019/20	2020-W29	00+	COVID-19	0.2
2019/20	2020-W28	0-4	Gesamt	22.5
2019/20	2020-W28	5-14	Gesamt	1.3
2019/20	2020-W28	15-34	Gesamt	0.9
2019/20	2020-W28	35-59	Gesamt	2.0
2019/20	2020-W28	60-79	Gesamt	7.7
2019/20	2020-W28	80+	Gesamt	23.0
2019/20	2020-W28	00+	Gesamt	5.9
2019/20	2020-W28	60-79	COVID-19	0.1
2019/20	2020-W28	80+	COVID-19	0.0
2019/20	2020-W28	00+	COVID-19	0.2
2019/20	2020-W27	0-4	Gesamt	13.6
2019/20	2020-W27	5-14	Gesamt	2.1
2019/20	2020-W27	15-34	Gesamt	0.9
2019/20	2020-W27	35-59	Gesamt	2.3
2019/20	2020-W27	60-79	Gesamt	7.8
2019/20	2020-W27	80+	Gesamt	22.7
2019/20	2020-W27	00+	Gesamt	5.6
2019/20	2020-W27	60-79	COVID-19	0.0
2019/20	2020-W27	80+	COVID-19	0.3
2019/20	2020-W27	00+	COVID-19	0.2
2019/20	2020-W26	0-4	Gesamt	10.8
2019/20	2020-W26	5-14	Gesamt	0.5
2019/20	2020-W26	15-34	Gesamt	0.9
2019/20	2020-W26	35-59	Gesamt	2.3
2019/20	2020-W26	60-79	Gesamt	6.9
2019/20	2020-W26	80+	Gesamt	23.0
2019/20	2020-W26	00+	Gesamt	5.1
2019/20	2020-W26	60-79	COVID-19	0.5
2019/20	2020-W26	80+	COVID-19	0.3
2019/20	2020-W26	00+	COVID-19	0.2
2019/20	2020-W25	0-4	Gesamt	5.2
2019/20	2020-W25	5-14	Gesamt	0.8
2019/20	2020-W25	15-34	Gesamt	1.1
2019/20	2020-W25	35-59	Gesamt	2.1
2019/20	2020-W25	60-79	Gesamt	7.6
2019/20	2020-W25	80+	Gesamt	21.5
2019/20	2020-W25	00+	Gesamt	4.9
2019/20	2020-W25	60-79	COVID-19	0.3
2019/20	2020-W25	80+	COVID-19	1.2
2019/20	2020-W25	00+	COVID-19	0.2
2019/20	2020-W24	0-4	Gesamt	1.9
2019/20	2020-W24	5-14	Gesamt	0.5
2019/20	2020-W24	15-34	Gesamt	1.1
2019/20	2020-W24	35-59	Gesamt	2.6
2019/20	2020-W24	60-79	Gesamt	8.8
2019/20	2020-W24	80+	Gesamt	29.2
2019/20	2020-W24	00+	Gesamt	5.8
2019/20	2020-W24	60-79	COVID-19	0.3
2019/20	2020-W24	80+	COVID-19	0.9
2019/20	2020-W24	00+	COVID-19	0.4
2019/20	2020-W23	0-4	Gesamt	3.8
2019/20	2020-W23	5-14	Gesamt	0.3
2019/20	2020-W23	15-34	Gesamt	0.4
2019/20	2020-W23	35-59	Gesamt	2.0
2019/20	2020-W23	60-79	Gesamt	8.5
2019/20	2020-W23	80+	Gesamt	19.7
2019/20	2020-W23	00+	Gesamt	4.6
2019/20	2020-W23	60-79	COVID-19	0.8
2019/20	2020-W23	80+	COVID-19	0.6
2019/20	2020-W23	00+	COVID-19	0.3
2019/20	2020-W22	0-4	Gesamt	2.8
2019/20	2020-W22	5-14	Gesamt	0.3
2019/20	2020-W22	15-34	Gesamt	1.1
2019/20	2020-W22	35-59	Gesamt	2.1
2019/20	2020-W22	60-79	Gesamt	8.3
2019/20	2020-W22	80+	Gesamt	24.7
2019/20	2020-W22	00+	Gesamt	5.2
2019/20	2020-W22	60-79	COVID-19	0.4
2019/20	2020-W22	80+	COVID-19	1.8
2019/20	2020-W22	00+	COVID-19	0.4
2019/20	2020-W21	0-4	Gesamt	1.4
2019/20	2020-W21	5-14	Gesamt	0.8
2019/20	2020-W21	15-34	Gesamt	0.7
2019/20	2020-W21	35-59	Gesamt	2.2
2019/20	2020-W21	60-79	Gesamt	8.7
2019/20	2020-W21	80+	Gesamt	28.0
2019/20	2020-W21	00+	Gesamt	5.5
2019/20	2020-W21	60-79	COVID-19	0.4
2019/20	2020-W21	80+	COVID-19	1.5
2019/20	2020-W21	00+	COVID-19	0.3
2019/20	2020-W20	0-4	Gesamt	0.9
2019/20	2020-W20	5-14	Gesamt	0.5
2019/20	2020-W20	15-34	Gesamt	0.7
2019/20	2020-W20	35-59	Gesamt	3.4
2019/20	2020-W20	60-79	Gesamt	9.4
2019/20	2020-W20	80+	Gesamt	30.7
2019/20	2020-W20	00+	Gesamt	6.2
2019/20	2020-W20	60-79	COVID-19	1.1
2019/20	2020-W20	80+	COVID-19	2.1
2019/20	2020-W20	00+	COVID-19	0.6
2019/20	2020-W19	0-4	Gesamt	1.4
2019/20	2020-W19	5-14	Gesamt	0.8
2019/20	2020-W19	15-34	Gesamt	1.6
2019/20	2020-W19	35-59	Gesamt	3.5
2019/20	2020-W19	60-79	Gesamt	10.9
2019/20	2020-W19	80+	Gesamt	28.0
2019/20	2020-W19	00+	Gesamt	6.6
2019/20	2020-W19	60-79	COVID-19	1.5
2019/20	2020-W19	80+	COVID-19	3.3
2019/20	2020-W19	00+	COVID-19	1.1
2019/20	2020-W18	0-4	Gesamt	3.3
2019/20	2020-W18	5-14	Gesamt	1.0
2019/20	2020-W18	15-34	Gesamt	1.7
2019/20	2020-W18	35-59	Gesamt	3.1
2019/20	2020-W18	60-79	Gesamt	11.5
2019/20	2020-W18	80+	Gesamt	30.1
2019/20	2020-W18	00+	Gesamt	6.9
2019/20	2020-W18	60-79	COVID-19	1.5
2019/20	2020-W18	80+	COVID-19	3.6
2019/20	2020-W18	00+	COVID-19	1.0
2019/20	2020-W17	0-4	Gesamt	2.8
2019/20	2020-W17	5-14	Gesamt	0.8
2019/20	2020-W17	15-34	Gesamt	1.9
2019/20	2020-W17	35-59	Gesamt	4.7
2019/20	2020-W17	60-79	Gesamt	11.7
2019/20	2020-W17	80+	Gesamt	36.7
2019/20	2020-W17	00+	Gesamt	8.0
2019/20	2020-W17	60-79	COVID-19	3.2
2019/20	2020-W17	80+	COVID-19	7.5
2019/20	2020-W17	00+	COVID-19	2.2
2019/20	2020-W16	0-4	Gesamt	0.9
2019/20	2020-W16	5-14	Gesamt	1.3
2019/20	2020-W16	15-34	Gesamt	2.4
2019/20	2020-W16	35-59	Gesamt	4.7
2019/20	2020-W16	60-79	Gesamt	16.2
2019/20	2020-W16	80+	Gesamt	38.5
2019/20	2020-W16	00+	Gesamt	9.3
2019/20	2020-W16	60-79	COVID-19	5.5
2019/20	2020-W16	80+	COVID-19	10.4
2019/20	2020-W16	00+	COVID-19	2.9
2019/20	2020-W15	0-4	Gesamt	8.9
2019/20	2020-W15	5-14	Gesamt	1.3
2019/20	2020-W15	15-34	Gesamt	2.2
2019/20	2020-W15	35-59	Gesamt	5.3
2019/20	2020-W15	60-79	Gesamt	17.4
2019/20	2020-W15	80+	Gesamt	52.8
2019/20	2020-W15	00+	Gesamt	11.4
2019/20	2020-W15	60-79	COVID-19	6.1
2019/20	2020-W15	80+	COVID-19	17.3
2019/20	2020-W15	00+	COVID-19	3.8
2019/20	2020-W14	0-4	Gesamt	6.6
2019/20	2020-W14	5-14	Gesamt	1.0
2019/20	2020-W14	15-34	Gesamt	2.8
2019/20	2020-W14	35-59	Gesamt	8.2
2019/20	2020-W14	60-79	Gesamt	23.1
2019/20	2020-W14	80+	Gesamt	54.2
2019/20	2020-W14	00+	Gesamt	13.8
2019/20	2020-W14	60-79	COVID-19	9.2
2019/20	2020-W14	80+	COVID-19	21.8
2019/20	2020-W14	00+	COVID-19	5.3
2019/20	2020-W13	0-4	Gesamt	31.5
2019/20	2020-W13	5-14	Gesamt	3.1
2019/20	2020-W13	15-34	Gesamt	2.6
2019/20	2020-W13	35-59	Gesamt	9.9
2019/20	2020-W13	60-79	Gesamt	25.4
2019/20	2020-W13	80+	Gesamt	64.4
2019/20	2020-W13	00+	Gesamt	17.2
2019/20	2020-W13	60-79	COVID-19	9.3
2019/20	2020-W13	80+	COVID-19	14.6
2019/20	2020-W13	00+	COVID-19	5.5
2019/20	2020-W12	0-4	Gesamt	58.7
2019/20	2020-W12	5-14	Gesamt	6.3
2019/20	2020-W12	15-34	Gesamt	5.0
2019/20	2020-W12	35-59	Gesamt	7.4
2019/20	2020-W12	60-79	Gesamt	24.2
2019/20	2020-W12	80+	Gesamt	59.0
2019/20	2020-W12	00+	Gesamt	17.9
2019/20	2020-W12	60-79	COVID-19	4.9
2019/20	2020-W12	80+	COVID-19	6.0
2019/20	2020-W12	00+	COVID-19	2.4
2019/20	2020-W11	0-4	Gesamt	108.9
2019/20	2020-W11	5-14	Gesamt	10.2
2019/20	2020-W11	15-34	Gesamt	5.2
2019/20	2020-W11	35-59	Gesamt	7.5
2019/20	2020-W11	60-79	Gesamt	26.4
2019/20	2020-W11	80+	Gesamt	86.4
2019/20	2020-W11	00+	Gesamt	23.8
2019/20	2020-W11	60-79	COVID-19	1.7
2019/20	2020-W11	80+	COVID-19	1.8
2019/20	2020-W11	00+	COVID-19	0.8
2019/20	2020-W10	0-4	Gesamt	136.6
2019/20	2020-W10	5-14	Gesamt	12.3
2019/20	2020-W10	15-34	Gesamt	6.6
2019/20	2020-W10	35-59	Gesamt	9.5
2019/20	2020-W10	60-79	Gesamt	25.5
2019/20	2020-W10	80+	Gesamt	82.9
2019/20	2020-W10	00+	Gesamt	25.8
2019/20	2020-W10	60-79	COVID-19	0.2
2019/20	2020-W10	80+	COVID-19	0.0
2019/20	2020-W10	00+	COVID-19	0.1
2019/20	2020-W09	0-4	Gesamt	125.8
2019/20	2020-W09	5-14	Gesamt	15.7
2019/20	2020-W09	15-34	Gesamt	5.8
2019/20	2020-W09	35-59	Gesamt	9.6
2019/20	2020-W09	60-79	Gesamt	27.0
2019/20	2020-W09	80+	Gesamt	81.1
2019/20	2020-W09	00+	Gesamt	25.7
2019/20	2020-W08	0-4	Gesamt	114.5
2019/20	2020-W08	5-14	Gesamt	13.6
2019/20	2020-W08	15-34	Gesamt	5.3
2019/20	2020-W08	35-59	Gesamt	8.8
2019/20	2020-W08	60-79	Gesamt	26.4
2019/20	2020-W08	80+	Gesamt	85.0
2019/20	2020-W08	00+	Gesamt	24.7
2019/20	2020-W07	0-4	Gesamt	125.8
2019/20	2020-W07	5-14	Gesamt	11.8
2019/20	2020-W07	15-34	Gesamt	5.1
2019/20	2020-W07	35-59	Gesamt	8.2
2019/20	2020-W07	60-79	Gesamt	23.4
2019/20	2020-W07	80+	Gesamt	70.9
2019/20	2020-W07	00+	Gesamt	23.0
2019/20	2020-W06	0-4	Gesamt	138.0
2019/20	2020-W06	5-14	Gesamt	17.3
2019/20	2020-W06	15-34	Gesamt	5.0
2019/20	2020-W06	35-59	Gesamt	8.2
2019/20	2020-W06	60-79	Gesamt	23.2
2019/20	2020-W06	80+	Gesamt	66.5
2019/20	2020-W06	00+	Gesamt	23.7
2019/20	2020-W05	0-4	Gesamt	115.5
2019/20	2020-W05	5-14	Gesamt	15.2
2019/20	2020-W05	15-34	Gesamt	5.1
2019/20	2020-W05	35-59	Gesamt	7.4
2019/20	2020-W05	60-79	Gesamt	22.8
2019/20	2020-W05	80+	Gesamt	77.8
2019/20	2020-W05	00+	Gesamt	22.9
2019/20	2020-W04	0-4	Gesamt	90.1
2019/20	2020-W04	5-14	Gesamt	11.8
2019/20	2020-W04	15-34	Gesamt	5.9
2019/20	2020-W04	35-59	Gesamt	5.2
2019/20	2020-W04	60-79	Gesamt	18.9
2019/20	2020-W04	80+	Gesamt	63.5
2019/20	2020-W04	00+	Gesamt	18.6
2019/20	2020-W03	0-4	Gesamt	87.8
2019/20	2020-W03	5-14	Gesamt	4.5
2019/20	2020-W03	15-34	Gesamt	2.7
2019/20	2020-W03	35-59	Gesamt	6.0
2019/20	2020-W03	60-79	Gesamt	17.8
2019/20	2020-W03	80+	Gesamt	61.7
2019/20	2020-W03	00+	Gesamt	17.0
2019/20	2020-W02	0-4	Gesamt	59.1
2019/20	2020-W02	5-14	Gesamt	3.1
2019/20	2020-W02	15-34	Gesamt	3.8
2019/20	2020-W02	35-59	Gesamt	7.6
2019/20	2020-W02	60-79	Gesamt	21.3
2019/20	2020-W02	80+	Gesamt	66.2
2019/20	2020-W02	00+	Gesamt	17.3
2019/20	2020-W01	0-4	Gesamt	59.1
2019/20	2020-W01	5-14	Gesamt	5.0
2019/20	2020-W01	15-34	Gesamt	3.6
2019/20	2020-W01	35-59	Gesamt	5.6
2019/20	2020-W01	60-79	Gesamt	19.7
2019/20	2020-W01	80+	Gesamt	70.0
2019/20	2020-W01	00+	Gesamt	16.7
2019/20	2019-W52	0-4	Gesamt	72.1
2019/20	2019-W52	5-14	Gesamt	6.8
2019/20	2019-W52	15-34	Gesamt	2.5
2019/20	2019-W52	35-59	Gesamt	3.9
2019/20	2019-W52	60-79	Gesamt	19.0
2019/20	2019-W52	80+	Gesamt	59.7
2019/20	2019-W52	00+	Gesamt	15.5
2019/20	2019-W51	0-4	Gesamt	73.9
2019/20	2019-W51	5-14	Gesamt	7.0
2019/20	2019-W51	15-34	Gesamt	2.5
2019/20	2019-W51	35-59	Gesamt	5.1
2019/20	2019-W51	60-79	Gesamt	17.8
2019/20	2019-W51	80+	Gesamt	56.3
2019/20	2019-W51	00+	Gesamt	15.5
2019/20	2019-W50	0-4	Gesamt	56.7
2019/20	2019-W50	5-14	Gesamt	3.5
2019/20	2019-W50	15-34	Gesamt	3.0
2019/20	2019-W50	35-59	Gesamt	4.2
2019/20	2019-W50	60-79	Gesamt	16.3
2019/20	2019-W50	80+	Gesamt	55.7
2019/20	2019-W50	00+	Gesamt	13.6
2019/20	2019-W49	0-4	Gesamt	47.6
2019/20	2019-W49	5-14	Gesamt	4.8
2019/20	2019-W49	15-34	Gesamt	2.8
2019/20	2019-W49	35-59	Gesamt	4.7
2019/20	2019-W49	60-79	Gesamt	11.3
2019/20	2019-W49	80+	Gesamt	58.5
2019/20	2019-W49	00+	Gesamt	12.4
2019/20	2019-W48	0-4	Gesamt	48.5
2019/20	2019-W48	5-14	Gesamt	5.5
2019/20	2019-W48	15-34	Gesamt	2.2
2019/20	2019-W48	35-59	Gesamt	4.3
2019/20	2019-W48	60-79	Gesamt	13.8
2019/20	2019-W48	80+	Gesamt	43.9
2019/20	2019-W48	00+	Gesamt	11.7
2019/20	2019-W47	0-4	Gesamt	49.4
2019/20	2019-W47	5-14	Gesamt	4.8
2019/20	2019-W47	15-34	Gesamt	2.8
2019/20	2019-W47	35-59	Gesamt	2.9
2019/20	2019-W47	60-79	Gesamt	12.6
2019/20	2019-W47	80+	Gesamt	47.9
2019/20	2019-W47	00+	Gesamt	11.4
2019/20	2019-W46	0-4	Gesamt	49.4
2019/20	2019-W46	5-14	Gesamt	5.0
2019/20	2019-W46	15-34	Gesamt	3.0
2019/20	2019-W46	35-59	Gesamt	3.2
2019/20	2019-W46	60-79	Gesamt	13.3
2019/20	2019-W46	80+	Gesamt	45.4
2019/20	2019-W46	00+	Gesamt	11.5
2019/20	2019-W45	0-4	Gesamt	35.4
2019/20	2019-W45	5-14	Gesamt	6.8
2019/20	2019-W45	15-34	Gesamt	2.9
2019/20	2019-W45	35-59	Gesamt	3.9
2019/20	2019-W45	60-79	Gesamt	13.5
2019/20	2019-W45	80+	Gesamt	46.7
2019/20	2019-W45	00+	Gesamt	11.3
2019/20	2019-W44	0-4	Gesamt	38.6
2019/20	2019-W44	5-14	Gesamt	5.0
2019/20	2019-W44	15-34	Gesamt	2.2
2019/20	2019-W44	35-59	Gesamt	3.1
2019/20	2019-W44	60-79	Gesamt	12.3
2019/20	2019-W44	80+	Gesamt	40.1
2019/20	2019-W44	00+	Gesamt	10.1
2019/20	2019-W43	0-4	Gesamt	34.5
2019/20	2019-W43	5-14	Gesamt	4.8
2019/20	2019-W43	15-34	Gesamt	1.9
2019/20	2019-W43	35-59	Gesamt	3.4
2019/20	2019-W43	60-79	Gesamt	12.6
2019/20	2019-W43	80+	Gesamt	45.1
2019/20	2019-W43	00+	Gesamt	10.3
2019/20	2019-W42	0-4	Gesamt	35.4
2019/20	2019-W42	5-14	Gesamt	1.8
2019/20	2019-W42	15-34	Gesamt	2.4
2019/20	2019-W42	35-59	Gesamt	4.2
2019/20	2019-W42	60-79	Gesamt	12.0
2019/20	2019-W42	80+	Gesamt	47.0
2019/20	2019-W42	00+	Gesamt	10.4
2019/20	2019-W41	0-4	Gesamt	30.4
2019/20	2019-W41	5-14	Gesamt	4.0
2019/20	2019-W41	15-34	Gesamt	2.6
2019/20	2019-W41	35-59	Gesamt	3.7
2019/20	2019-W41	60-79	Gesamt	14.8
2019/20	2019-W41	80+	Gesamt	43.9
2019/20	2019-W41	00+	Gesamt	10.7
2019/20	2019-W40	0-4	Gesamt	28.1
2019/20	2019-W40	5-14	Gesamt	3.8
2019/20	2019-W40	15-34	Gesamt	1.7
2019/20	2019-W40	35-59	Gesamt	3.0
2019/20	2019-W40	60-79	Gesamt	12.5
2019/20	2019-W40	80+	Gesamt	37.0
2019/20	2019-W40	00+	Gesamt	9.1
2018/19	2019-W39	0-4	Gesamt	25.9
2018/19	2019-W39	5-14	Gesamt	5.0
2018/19	2019-W39	15-34	Gesamt	2.3
2018/19	2019-W39	35-59	Gesamt	3.5
2018/19	2019-W39	60-79	Gesamt	11.9
2018/19	2019-W39	80+	Gesamt	33.9
2018/19	2019-W39	00+	Gesamt	9.0
2018/19	2019-W38	0-4	Gesamt	25.9
2018/19	2019-W38	5-14	Gesamt	3.8
2018/19	2019-W38	15-34	Gesamt	0.6
2018/19	2019-W38	35-59	Gesamt	3.4
2018/19	2019-W38	60-79	Gesamt	10.2
2018/19	2019-W38	80+	Gesamt	31.1
2018/19	2019-W38	00+	Gesamt	7.8
2018/19	2019-W37	0-4	Gesamt	27.7
2018/19	2019-W37	5-14	Gesamt	4.5
2018/19	2019-W37	15-34	Gesamt	0.8
2018/19	2019-W37	35-59	Gesamt	2.4
2018/19	2019-W37	60-79	Gesamt	10.5
2018/19	2019-W37	80+	Gesamt	27.7
2018/19	2019-W37	00+	Gesamt	7.5
2018/19	2019-W36	0-4	Gesamt	18.1
2018/19	2019-W36	5-14	Gesamt	2.5
2018/19	2019-W36	15-34	Gesamt	1.2
2018/19	2019-W36	35-59	Gesamt	2.4
2018/19	2019-W36	60-79	Gesamt	9.2
2018/19	2019-W36	80+	Gesamt	28.0
2018/19	2019-W36	00+	Gesamt	6.6
2018/19	2019-W35	0-4	Gesamt	16.8
2018/19	2019-W35	5-14	Gesamt	2.8
2018/19	2019-W35	15-34	Gesamt	1.4
2018/19	2019-W35	35-59	Gesamt	3.0
2018/19	2019-W35	60-79	Gesamt	9.9
2018/19	2019-W35	80+	Gesamt	26.1
2018/19	2019-W35	00+	Gesamt	6.8
2018/19	2019-W34	0-4	Gesamt	16.3
2018/19	2019-W34	5-14	Gesamt	2.5
2018/19	2019-W34	15-34	Gesamt	1.7
2018/19	2019-W34	35-59	Gesamt	2.6
2018/19	2019-W34	60-79	Gesamt	8.4
2018/19	2019-W34	80+	Gesamt	36.4
2018/19	2019-W34	00+	Gesamt	7.2
2018/19	2019-W33	0-4	Gesamt	11.8
2018/19	2019-W33	5-14	Gesamt	1.3
2018/19	2019-W33	15-34	Gesamt	1.6
2018/19	2019-W33	35-59	Gesamt	2.3
2018/19	2019-W33	60-79	Gesamt	9.3
2018/19	2019-W33	80+	Gesamt	27.7
2018/19	2019-W33	00+	Gesamt	6.2
2018/19	2019-W32	0-4	Gesamt	11.8
2018/19	2019-W32	5-14	Gesamt	1.3
2018/19	2019-W32	15-34	Gesamt	1.3
2018/19	2019-W32	35-59	Gesamt	2.6
2018/19	2019-W32	60-79	Gesamt	8.9
2018/19	2019-W32	80+	Gesamt	33.6
2018/19	2019-W32	00+	Gesamt	6.6
2018/19	2019-W31	0-4	Gesamt	10.0
2018/19	2019-W31	5-14	Gesamt	2.3
2018/19	2019-W31	15-34	Gesamt	1.6
2018/19	2019-W31	35-59	Gesamt	2.0
2018/19	2019-W31	60-79	Gesamt	10.2
2018/19	2019-W31	80+	Gesamt	32.7
2018/19	2019-W31	00+	Gesamt	6.7
2018/19	2019-W30	0-4	Gesamt	9.5
2018/19	2019-W30	5-14	Gesamt	1.8
2018/19	2019-W30	15-34	Gesamt	1.4
2018/19	2019-W30	35-59	Gesamt	2.4
2018/19	2019-W30	60-79	Gesamt	13.2
2018/19	2019-W30	80+	Gesamt	37.3
2018/19	2019-W30	00+	Gesamt	7.8
2018/19	2019-W29	0-4	Gesamt	17.2
2018/19	2019-W29	5-14	Gesamt	1.0
2018/19	2019-W29	15-34	Gesamt	1.4
2018/19	2019-W29	35-59	Gesamt	2.8
2018/19	2019-W29	60-79	Gesamt	11.2
2018/19	2019-W29	80+	Gesamt	29.9
2018/19	2019-W29	00+	Gesamt	7.2
2018/19	2019-W28	0-4	Gesamt	15.4
2018/19	2019-W28	5-14	Gesamt	1.8
2018/19	2019-W28	15-34	Gesamt	1.1
2018/19	2019-W28	35-59	Gesamt	2.9
2018/19	2019-W28	60-79	Gesamt	11.7
2018/19	2019-W28	80+	Gesamt	28.3
2018/19	2019-W28	00+	Gesamt	7.2
2018/19	2019-W27	0-4	Gesamt	15.9
2018/19	2019-W27	5-14	Gesamt	2.3
2018/19	2019-W27	15-34	Gesamt	1.8
2018/19	2019-W27	35-59	Gesamt	3.2
2018/19	2019-W27	60-79	Gesamt	10.5
2018/19	2019-W27	80+	Gesamt	32.7
2018/19	2019-W27	00+	Gesamt	7.5
2018/19	2019-W26	0-4	Gesamt	15.9
2018/19	2019-W26	5-14	Gesamt	2.0
2018/19	2019-W26	15-34	Gesamt	1.4
2018/19	2019-W26	35-59	Gesamt	3.6
2018/19	2019-W26	60-79	Gesamt	10.0
2018/19	2019-W26	80+	Gesamt	40.1
2018/19	2019-W26	00+	Gesamt	8.0
2018/19	2019-W25	0-4	Gesamt	23.6
2018/19	2019-W25	5-14	Gesamt	0.8
2018/19	2019-W25	15-34	Gesamt	0.7
2018/19	2019-W25	35-59	Gesamt	3.0
2018/19	2019-W25	60-79	Gesamt	13.3
2018/19	2019-W25	80+	Gesamt	33.0
2018/19	2019-W25	00+	Gesamt	8.2
2018/19	2019-W24	0-4	Gesamt	20.0
2018/19	2019-W24	5-14	Gesamt	2.5
2018/19	2019-W24	15-34	Gesamt	2.5
2018/19	2019-W24	35-59	Gesamt	3.0
2018/19	2019-W24	60-79	Gesamt	12.8
2018/19	2019-W24	80+	Gesamt	42.6
2018/19	2019-W24	00+	Gesamt	9.2
2018/19	2019-W23	0-4	Gesamt	29.5
2018/19	2019-W23	5-14	Gesamt	3.0
2018/19	2019-W23	15-34	Gesamt	1.7
2018/19	2019-W23	35-59	Gesamt	4.0
2018/19	2019-W23	60-79	Gesamt	13.0
2018/19	2019-W23	80+	Gesamt	41.1
2018/19	2019-W23	00+	Gesamt	9.8
2018/19	2019-W22	0-4	Gesamt	25.0
2018/19	2019-W22	5-14	Gesamt	2.0
2018/19	2019-W22	15-34	Gesamt	1.4
2018/19	2019-W22	35-59	Gesamt	3.7
2018/19	2019-W22	60-79	Gesamt	11.5
2018/19	2019-W22	80+	Gesamt	36.7
2018/19	2019-W22	00+	Gesamt	8.7
2018/19	2019-W21	0-4	Gesamt	24.5
2018/19	2019-W21	5-14	Gesamt	5.3
2018/19	2019-W21	15-34	Gesamt	2.8
2018/19	2019-W21	35-59	Gesamt	3.8
2018/19	2019-W21	60-79	Gesamt	12.3
2018/19	2019-W21	80+	Gesamt	38.3
2018/19	2019-W21	00+	Gesamt	9.6
2018/19	2019-W20	0-4	Gesamt	31.3
2018/19	2019-W20	5-14	Gesamt	2.8
2018/19	2019-W20	15-34	Gesamt	1.3
2018/19	2019-W20	35-59	Gesamt	3.4
2018/19	2019-W20	60-79	Gesamt	11.1
2018/19	2019-W20	80+	Gesamt	36.7
2018/19	2019-W20	00+	Gesamt	8.9
2018/19	2019-W19	0-4	Gesamt	37.7
2018/19	2019-W19	5-14	Gesamt	3.0
2018/19	2019-W19	15-34	Gesamt	1.1
2018/19	2019-W19	35-59	Gesamt	3.1
2018/19	2019-W19	60-79	Gesamt	13.9
2018/19	2019-W19	80+	Gesamt	42.0
2018/19	2019-W19	00+	Gesamt	10.2
2018/19	2019-W18	0-4	Gesamt	22.2
2018/19	2019-W18	5-14	Gesamt	2.8
2018/19	2019-W18	15-34	Gesamt	1.4
2018/19	2019-W18	35-59	Gesamt	3.4
2018/19	2019-W18	60-79	Gesamt	12.9
2018/19	2019-W18	80+	Gesamt	44.8
